report_id,days_policy_to_claim,claim_amount,sum_insured,claim_count_1y,was_investigated,policy_count,label
R5055,214,10052.282820683045,500000,1,0,3,0
R5056,115,13810.111971523173,50000,1,0,1,1
R5057,64,27887.54043885447,100000,1,0,2,1
R5058,163,30275.527136751574,500000,0,0,3,1
R5059,85,7287.15750885898,100000,4,0,3,0
R5060,540,30904.72169056994,500000,1,0,2,1
R5061,511,30449.804951331942,200000,1,0,3,0
R5062,139,10620.465911551075,100000,0,0,1,0
R5063,79,35986.475935911105,200000,1,0,1,1
R5064,267,5431.4237175196195,200000,1,1,2,1
R5065,7,13752.274172223846,50000,1,0,4,1
R5066,128,24790.026240919888,200000,0,0,4,0
R5067,81,11464.337152973936,200000,2,0,4,1
R5068,506,22638.190856793408,200000,2,0,2,0
R5069,2,22410.760788032952,200000,1,0,4,1
R5070,160,18129.257300772795,50000,1,0,1,0
R5071,269,28324.0053859056,50000,0,0,3,1
R5072,132,17716.39207342361,200000,1,0,4,0
R5073,17,22315.410688138058,100000,1,0,2,1
R5074,718,31464.718774879024,500000,3,0,1,1
R5075,145,27906.862100258404,100000,0,0,4,1
R5076,190,27860.172908142085,200000,1,0,4,0
R5077,53,8508.203977832198,50000,2,0,1,0
R5078,132,25247.925755013217,200000,0,0,2,1
R5079,112,11215.012090304952,200000,2,0,3,0
R5080,15,7185.850202219737,50000,1,0,1,1
R5081,22,19282.936537150315,100000,2,0,3,0
R5082,363,10957.048133484102,500000,0,0,4,0
R5083,54,27906.17718839977,200000,0,0,1,0
R5084,43,28145.354596953242,50000,1,0,4,0
R5085,140,1000.0,500000,0,0,4,0
R5086,292,11716.9746042311,500000,3,0,4,1
R5087,12,5402.133280820011,500000,2,0,4,1
R5088,171,15373.707234071095,50000,2,0,4,0
R5089,25,24551.756698688245,200000,0,0,2,1
R5090,7,17577.119018216115,50000,0,0,4,1
R5091,10,14102.407593328648,200000,1,0,1,1
R5092,359,33001.76526813139,100000,1,0,3,0
R5093,25,1000.0,500000,0,0,1,1
R5094,9,32368.718935182245,200000,1,0,1,1
R5095,115,14557.117068445143,100000,0,0,2,0
R5096,371,19218.909898872105,50000,0,0,4,1
R5097,60,14726.366622798914,500000,0,0,3,1
R5098,109,35428.88105539118,200000,0,0,3,1
R5099,8,7690.215031947406,500000,0,0,4,1
R5100,119,20117.36369721936,500000,1,0,3,0
R5101,172,25274.386518599968,500000,0,1,2,1
R5102,169,3889.972321148325,50000,2,0,4,0
R5103,80,10801.018295538464,500000,0,0,3,1
R5104,75,18518.21466501771,200000,1,0,1,1
R5105,22,11133.349653156252,50000,0,0,3,1
R5106,91,11844.082287808502,100000,0,0,1,0
R5107,20,16501.373369235625,200000,2,0,4,1
R5108,290,26495.813316461732,50000,0,0,1,0
R5109,677,16572.822231218557,200000,0,0,1,0
R5110,701,30784.261944729464,200000,2,0,2,0
R5111,400,10022.422173406452,100000,1,0,2,0
R5112,183,7480.777395265475,50000,1,0,4,0
R5113,241,39263.45405721134,500000,1,0,2,0
R5114,67,13420.418723344887,200000,1,1,4,1
R5115,199,6890.879929278402,200000,1,0,2,0
R5116,121,2579.4605822816957,200000,0,0,1,0
R5117,131,30751.034538089392,200000,1,0,4,1
R5118,283,16586.95485339941,200000,1,0,1,1
R5119,66,17462.902649336014,50000,0,0,3,0
R5120,76,18407.982884133606,200000,2,0,4,1
R5121,517,30129.42884669781,200000,0,0,4,1
R5122,11,18204.701660240797,200000,2,0,4,1
R5123,132,43440.53778832626,500000,3,0,2,1
R5124,487,21337.60574054229,500000,1,0,3,1
R5125,188,30617.84766958321,50000,0,0,2,1
R5126,158,28052.398579044067,200000,0,0,2,1
R5127,57,19635.52679741962,200000,1,0,3,0
R5128,84,14130.290139795368,100000,2,0,4,1
R5129,382,23319.639285665537,500000,0,0,2,1
R5130,163,25100.987312072728,100000,1,0,3,1
R5131,144,14274.139518734728,200000,1,0,1,0
R5132,20,21663.38865950656,200000,1,0,4,1
R5133,3,32362.04978259596,100000,0,0,1,1
R5134,663,40699.47739069679,50000,0,0,4,1
R5135,94,28543.693203494215,50000,0,0,4,0
R5136,184,38627.59686380282,100000,1,1,3,1
R5137,16,13706.257887935442,200000,0,0,3,1
R5138,229,27018.82252059294,100000,0,0,1,1
R5139,539,33385.195085812724,500000,2,0,1,1
R5140,171,11036.666670280041,50000,0,0,2,0
R5141,26,15144.098879549907,100000,2,0,2,0
R5142,174,37379.0476183525,50000,1,0,4,1
R5143,290,10249.0114421306,500000,3,1,1,1
R5144,104,6588.699673442892,200000,0,0,2,0
R5145,423,35279.81573639511,200000,4,0,3,0
R5146,209,31967.632249804385,200000,1,0,3,1
R5147,459,24321.202439837696,50000,1,0,1,0
R5148,195,19542.892453541725,500000,1,0,3,0
R5149,28,15614.75494395018,100000,0,0,2,1
R5150,74,22819.488738090513,200000,0,0,2,1
R5151,45,35798.0695740155,50000,1,0,1,0
R5152,478,22385.66126142076,200000,0,0,2,0
R5153,285,41669.59267246966,500000,1,0,1,0
R5154,225,11020.580143597695,100000,1,0,2,0
R5155,71,19803.192456717305,200000,0,0,2,0
R5156,40,16269.413323360845,500000,2,0,2,1
R5157,282,9148.584568376673,50000,2,1,1,1
R5158,128,18469.162669903446,500000,1,0,1,1
R5159,51,24173.293016604395,50000,1,0,2,0
R5160,191,25242.3017995203,200000,0,0,2,1
R5161,8,41704.521789445556,200000,1,0,2,1
R5162,78,24644.674697235598,500000,1,0,3,0
R5163,126,31501.36803679616,50000,2,0,4,1
R5164,32,20660.94246298976,500000,1,0,4,0
R5165,835,36780.55600452595,500000,0,0,3,1
R5166,46,43984.49285588069,200000,2,0,4,1
R5167,27,25310.8513097595,200000,0,0,4,1
R5168,45,10073.409845484188,200000,0,1,4,0
R5169,293,14511.949772228316,500000,1,0,2,0
R5170,110,22819.34303205162,500000,1,0,3,1
R5171,166,24564.98035250646,100000,0,0,2,1
R5172,4,26984.25134384372,100000,1,0,4,1
R5173,7,24601.97681230041,500000,1,0,3,1
R5174,118,20069.849162559385,100000,0,0,3,1
R5175,339,13638.015587978713,500000,3,0,2,1
R5176,432,24011.382612642294,200000,0,0,1,1
R5177,18,38549.87357480657,50000,3,0,3,1
R5178,154,30199.286054277545,200000,0,1,1,1
R5179,488,25347.03949636198,500000,2,0,4,1
R5180,98,30295.669238227514,200000,1,0,3,0
R5181,353,16289.359710991475,500000,0,0,1,0
R5182,28,14917.348539166796,500000,4,0,1,1
R5183,547,12522.148956340181,100000,1,0,2,0
R5184,278,18747.13377230562,500000,1,0,1,0
R5185,567,15779.941032909199,50000,1,0,4,1
R5186,225,32082.74740652139,100000,0,0,4,0
R5187,90,15246.765823178112,50000,0,0,3,0
R5188,556,11972.782837750836,500000,1,0,2,1
R5189,64,39425.771788306316,200000,2,1,2,1
R5190,80,15486.247689186564,500000,0,0,2,0
R5191,241,21535.28457250351,500000,1,0,4,1
R5192,289,24513.228247434115,200000,0,1,1,0
R5193,530,8633.068810791849,200000,1,0,4,1
R5194,45,32354.837695030692,50000,1,0,4,1
R5195,319,26371.190404112276,100000,0,0,1,0
R5196,268,35583.84011880781,100000,1,0,4,1
R5197,13,13207.780627818996,100000,0,0,3,1
R5198,97,20991.2579247616,50000,1,0,3,1
R5199,66,20393.557549941954,50000,1,0,3,1
R5200,72,22638.88494350022,200000,1,0,3,1
R5201,814,5453.852514228391,100000,2,0,3,1
R5202,205,21108.363786922222,500000,1,0,2,1
R5203,252,5735.360885762548,50000,4,0,4,1
R5204,751,23583.340711969213,500000,2,0,1,1
R5205,94,1000.0,100000,1,0,2,0
R5206,323,1484.1316570941344,100000,3,0,1,1
R5207,114,28185.487164399983,50000,1,0,4,0
R5208,407,14531.615448052173,50000,0,0,2,1
R5209,39,10121.419263677592,200000,0,0,1,0
R5210,590,32708.45621075548,500000,0,0,3,1
R5211,49,23276.26217328415,200000,2,0,2,0
R5212,78,28720.90195533784,200000,0,0,3,1
R5213,282,18337.579276791694,500000,0,0,2,0
R5214,100,46796.28693900003,100000,0,0,4,1
R5215,187,13954.861394402049,500000,1,0,2,0
R5216,117,37444.955493598885,100000,0,0,4,1
R5217,271,19386.339599000872,200000,1,0,2,1
R5218,51,3454.8960508725395,100000,2,0,4,1
R5219,12,24828.487457481086,100000,2,0,3,1
R5220,71,23147.625614551638,100000,0,0,4,0
R5221,128,9486.781857607702,500000,1,0,3,1
R5222,36,10777.807228652853,100000,1,0,2,0
R5223,87,19753.02356915008,500000,0,0,2,1
R5224,102,23497.478152479816,50000,3,0,2,1
R5225,11,1000.0,50000,3,0,2,1
R5226,175,30531.21452523803,200000,2,0,3,1
R5227,431,15055.020261850226,200000,2,0,1,1
R5228,32,6682.525156018237,500000,1,0,1,0
R5229,182,29410.665514519307,100000,4,0,4,1
R5230,218,19763.82020581544,100000,2,0,2,1
R5231,108,32161.657767822544,50000,0,0,2,0
R5232,241,24379.522629797553,500000,1,0,1,0
R5233,105,19984.85497051954,100000,2,0,1,1
R5234,140,18472.70055019844,100000,1,0,2,0
R5235,1,24827.127605561378,500000,1,1,2,1
R5236,235,15864.687411906698,200000,2,1,1,1
R5237,216,11474.274112535006,500000,1,0,3,1
R5238,7,26099.09122654644,500000,1,0,2,0
R5239,91,18555.121585555706,100000,0,0,1,1
R5240,772,20335.67648069006,50000,0,0,3,1
R5241,109,30893.798361546076,100000,0,0,1,1
R5242,139,18861.23392264259,100000,1,1,2,1
R5243,481,20150.339255417904,100000,1,0,4,1
R5244,252,14003.504885490682,500000,3,0,1,1
R5245,174,24307.39933981851,500000,1,0,4,0
R5246,319,23498.27912680088,100000,1,0,4,1
R5247,399,29007.75131790558,100000,1,0,2,0
R5248,122,14208.71162993124,50000,0,0,3,0
R5249,128,15421.830304098143,200000,2,0,4,0
R5250,97,27921.373991454693,100000,1,0,3,0
R5251,680,22522.130033628633,500000,2,0,2,1
R5252,238,10937.818738073054,200000,1,0,2,1
R5253,17,33065.54067734501,200000,1,0,2,1
R5254,397,3015.49431599749,50000,2,0,3,0
R5255,131,27842.84753263752,200000,1,0,1,1
R5256,14,7347.879640018033,100000,1,1,4,1
R5257,159,38857.885164855266,100000,2,0,2,1
R5258,107,4554.002730943766,500000,0,0,4,1
R5259,420,31522.506518727485,100000,2,0,3,0
R5260,45,19183.65639988756,100000,1,0,3,1
R5261,350,16333.97430161256,50000,0,0,4,1
R5262,163,21853.966564677612,200000,1,0,1,1
R5263,11,26319.00339157813,50000,2,0,2,1
R5264,714,10955.994976691305,200000,2,1,1,1
R5265,143,11842.122748314277,50000,1,0,4,0
R5266,68,26496.04865112886,500000,2,0,2,1
R5267,126,2926.570463504002,50000,0,0,2,0
R5268,390,14157.709068079146,50000,0,0,4,1
R5269,72,50406.86954159441,500000,1,0,2,0
R5270,42,10319.870354107192,100000,1,0,1,0
R5271,27,31478.027917597527,100000,0,0,3,1
R5272,70,14140.49231286188,500000,0,0,3,0
R5273,302,25090.451447971438,500000,0,0,4,1
R5274,127,26543.556905962174,50000,1,0,3,0
R5275,51,31289.567351829475,500000,0,0,3,1
R5276,36,17997.461731872245,500000,0,0,4,0
R5277,80,39888.84638754853,200000,0,0,4,0
R5278,562,14106.634354148197,200000,0,0,2,1
R5279,84,22342.2041359956,100000,5,0,4,1
R5280,886,22452.769322176075,500000,2,0,1,0
R5281,132,8780.318800505846,50000,0,1,4,1
R5282,39,17141.277450208792,100000,3,0,2,1
R5283,443,21615.13499238407,100000,2,0,2,1
R5284,123,15678.789568705803,100000,2,0,4,0
R5285,247,44409.23965456535,500000,1,0,1,1
R5286,823,11613.763264004692,500000,2,0,2,1
R5287,10,31794.244681404278,50000,3,0,1,1
R5288,20,28564.598131487866,50000,1,0,2,1
R5289,254,19861.378654957287,100000,0,0,3,0
R5290,66,11347.909461477531,500000,3,0,2,1
R5291,40,12317.446796082299,50000,0,0,2,1
R5292,8,14820.327007834901,200000,1,0,2,1
R5293,4,2142.587180537368,200000,0,0,2,1
R5294,297,9965.345742007095,100000,2,0,2,1
R5295,28,5175.234846363575,200000,0,0,4,1
R5296,126,33458.75003177716,100000,2,0,4,0
R5297,186,26184.623923882187,500000,1,0,1,0
R5298,111,27859.740988654605,100000,1,1,3,1
R5299,5,25888.319515419476,100000,2,0,4,1
R5300,306,21669.676233341634,500000,2,0,3,0
R5301,2,34606.80332129137,50000,0,0,1,1
R5302,287,13892.373442682627,50000,0,0,1,0
R5303,447,21066.69655367045,50000,1,0,2,0
R5304,113,27470.58827824123,50000,2,0,4,1
R5305,153,6787.90768143871,100000,2,0,2,0
R5306,129,50965.88896142549,50000,0,0,2,0
R5307,98,20285.65762777586,200000,1,0,1,1
R5308,436,21419.89450575593,200000,0,0,2,0
R5309,448,32568.780316749217,50000,0,0,1,1
R5310,81,29149.553330102237,200000,1,0,4,0
R5311,190,20380.78019396459,200000,0,0,4,1
R5312,523,21301.29438098042,500000,1,0,2,1
R5313,654,4958.514690520211,500000,3,0,1,0
R5314,142,14435.34222150024,50000,0,0,4,0
R5315,120,25172.102161589602,100000,1,0,3,1
R5316,65,24438.928390428868,100000,0,0,4,1
R5317,638,32211.65750004087,500000,6,0,1,1
R5318,30,18794.989417766752,500000,2,0,2,1
R5319,173,6127.134865691338,100000,1,0,1,0
R5320,66,30567.304307756778,50000,2,0,2,0
R5321,65,34360.89346182016,100000,0,0,4,1
R5322,103,28982.445728562292,100000,2,0,2,0
R5323,1343,18363.663291425088,200000,1,0,2,1
R5324,11,30443.86051876579,100000,0,0,2,1
R5325,172,54289.10478008213,500000,1,0,2,1
R5326,17,21151.523144404757,50000,0,0,3,1
R5327,33,6882.633077548755,100000,1,0,3,1
R5328,115,14137.149504478479,200000,1,0,2,0
R5329,142,26254.76000304051,500000,0,0,1,0
R5330,59,3951.956891019372,500000,0,0,1,0
R5331,76,21694.030749120695,200000,0,0,4,1
R5332,18,23803.366503158828,500000,0,0,3,1
R5333,72,35351.21739812652,200000,1,0,4,0
R5334,679,33101.948560543,500000,0,0,4,0
R5335,579,28645.847917517713,500000,2,0,3,0
R5336,81,1000.0,500000,1,0,2,1
R5337,169,29210.531280479252,500000,0,0,1,1
R5338,480,27055.133860602466,200000,1,0,4,1
R5339,1,22559.443770783466,100000,1,0,1,1
R5340,332,2697.7787385451447,500000,1,0,2,0
R5341,592,12232.260908129396,200000,0,0,4,0
R5342,19,8331.772304659336,200000,1,0,1,1
R5343,35,1000.0,200000,2,0,3,0
R5344,647,19970.848485852053,100000,1,0,4,0
R5345,154,12021.778785572204,50000,0,0,2,0
R5346,2,46253.055802689116,200000,0,1,4,1
R5347,59,18312.280605620905,200000,2,0,4,1
R5348,119,32937.531558659604,200000,0,0,1,0
R5349,236,4309.009753067754,100000,0,0,1,1
R5350,264,14699.104139951301,500000,0,0,3,1
R5351,1077,20968.978760343147,100000,1,0,2,0
R5352,67,10918.460513923295,200000,0,1,3,1
R5353,154,15777.993151952556,50000,2,0,1,1
R5354,152,17820.490937564613,200000,1,0,2,1
R5355,104,17660.920145551056,500000,1,0,3,1
R5356,37,38551.18573035346,50000,4,0,4,1
R5357,758,23782.2628543151,50000,0,0,3,1
R5358,383,24795.105629413032,100000,1,0,2,1
R5359,137,25396.547743450705,100000,0,0,4,1
R5360,184,26126.263773371124,500000,1,0,1,1
R5361,51,19171.130161251345,100000,0,0,4,0
R5362,156,16792.536285211536,500000,2,1,2,1
R5363,237,21668.160595182773,50000,2,0,4,1
R5364,144,31568.039489134728,50000,1,0,3,0
R5365,926,31262.381884363836,50000,0,1,3,1
R5366,189,17596.01524311589,500000,0,0,4,0
R5367,92,27678.436946681115,100000,0,0,2,1
R5368,295,18054.153369603322,100000,3,0,2,1
R5369,37,20338.70549435244,100000,0,0,2,0
R5370,97,15264.766184458025,200000,2,0,2,1
R5371,85,18183.548610937665,50000,3,0,3,1
R5372,113,33413.3006954968,50000,1,0,2,1
R5373,304,20924.211473392363,200000,1,0,2,1
R5374,132,21352.825085523178,50000,0,0,4,0
R5375,315,5527.822207420417,50000,0,0,4,1
R5376,171,16907.560923672703,200000,0,0,3,0
R5377,83,17586.850962552715,50000,3,0,3,1
R5378,332,11708.565145565948,100000,0,1,3,1
R5379,54,20216.654117035636,200000,1,0,2,1
R5380,50,15708.177097723457,50000,1,0,4,1
R5381,140,20799.958552435823,100000,1,1,4,1
R5382,60,21215.030098189345,500000,1,0,2,0
R5383,1,10442.456421773557,50000,2,1,1,1
R5384,208,16012.982175168107,200000,0,0,2,0
R5385,143,20773.742827608337,100000,2,1,1,1
R5386,117,31842.994311567254,500000,2,0,2,0
R5387,682,22567.191727957405,500000,3,0,3,1
R5388,169,13380.648200825723,50000,0,0,1,1
R5389,398,23990.047592438525,500000,3,0,1,1
R5390,30,37075.4888932176,200000,0,0,3,1
R5391,168,29167.064725890188,500000,1,0,1,1
R5392,404,25475.265304356202,50000,0,0,4,1
R5393,174,27255.901754823215,500000,0,0,2,1
R5394,253,34399.540414286304,50000,4,0,1,0
R5395,93,30756.2679401766,500000,3,0,3,1
R5396,19,25667.603811176577,100000,0,0,2,1
R5397,122,30686.42219590085,50000,4,0,1,1
R5398,100,9183.489037359392,200000,3,0,2,1
R5399,403,4977.34747659719,200000,0,0,1,0
R5400,55,21570.9865064383,500000,1,0,4,1
R5401,680,20686.807096505385,100000,2,0,3,0
R5402,634,14560.899464867423,500000,1,1,4,1
R5403,56,28258.526698277095,500000,0,1,4,1
R5404,85,1371.3641354876418,100000,1,0,1,0
R5405,451,14652.277439421963,50000,0,0,4,0
R5406,679,15150.44455122385,200000,2,0,3,0
R5407,117,3636.9821490054055,100000,0,0,2,0
R5408,77,34947.31007269304,500000,0,0,2,0
R5409,149,6407.98731336677,50000,1,0,2,1
R5410,232,14116.599426923141,500000,2,0,1,1
R5411,63,29079.797578051337,50000,0,0,3,0
R5412,266,26460.453434287316,200000,1,0,1,1
R5413,10,8918.253035152535,200000,2,0,4,0
R5414,10,26824.892092606366,50000,0,0,3,1
R5415,97,22897.844786582216,200000,1,0,4,0
R5416,87,43330.35562111468,500000,0,0,3,1
R5417,75,24039.404160683043,50000,0,0,2,0
R5418,135,18587.58178931468,500000,2,0,3,0
R5419,77,11434.980428805773,50000,1,0,1,1
R5420,42,12557.566330444288,500000,1,0,2,0
R5421,74,11742.30904531842,200000,0,1,3,1
R5422,737,33710.98813911922,100000,1,0,1,0
R5423,105,20179.699150164706,500000,0,0,1,0
R5424,117,25652.471239747298,50000,4,0,4,1
R5425,171,35142.47599980887,200000,0,0,2,1
R5426,818,1000.0,50000,0,0,3,1
R5427,55,32788.73764700375,500000,0,0,3,0
R5428,228,20553.96911783334,50000,0,0,2,0
R5429,251,24350.483716404444,50000,1,0,4,0
R5430,186,11715.967782517488,500000,1,1,4,1
R5431,18,12448.756015514817,200000,1,0,2,1
R5432,225,24888.45889812988,200000,0,0,2,0
R5433,13,43845.978003314696,500000,0,0,2,1
R5434,181,30033.133128149013,200000,2,0,1,0
R5435,269,32655.229214185405,100000,1,0,2,1
R5436,47,18079.9872973858,50000,0,0,4,0
R5437,368,13997.957754143717,500000,0,0,3,1
R5438,6,12191.950484210065,100000,1,0,3,1
R5439,371,15117.26275303312,50000,0,1,4,1
R5440,123,1000.0,500000,0,0,3,1
R5441,49,12750.80657108398,200000,0,0,4,1
R5442,28,14396.468439401568,500000,1,0,1,1
R5443,612,18246.41825605159,500000,0,0,3,1
R5444,15,21317.501097472916,50000,1,0,1,1
R5445,44,23624.508686256107,50000,1,0,3,0
R5446,85,19850.7462755704,50000,1,1,2,1
R5447,193,14185.56913657243,100000,0,0,1,1
R5448,157,1000.0,200000,2,0,1,1
R5449,26,14246.913915982066,500000,0,0,1,1
R5450,68,10275.493623129949,500000,0,0,4,0
R5451,54,24660.667482786037,200000,0,0,3,1
R5452,48,29092.87396693694,500000,0,0,2,1
R5453,105,29385.710670599394,50000,0,0,4,1
R5454,243,27569.5273612782,500000,0,0,3,1
R5455,49,18664.74264547512,200000,0,0,1,1
R5456,91,14780.444345241032,100000,0,0,4,1
R5457,99,12528.972463329337,100000,2,0,2,1
R5458,749,4925.010833982495,200000,3,0,1,0
R5459,618,29918.53700507858,500000,2,1,4,1
R5460,322,18252.889620700254,500000,2,0,1,0
R5461,55,7536.5970637912615,100000,1,0,3,0
R5462,14,11735.086242897652,500000,0,0,3,1
R5463,76,11330.265435674479,100000,0,0,2,1
R5464,62,20430.244850151266,200000,1,1,3,1
R5465,141,30674.678510706857,200000,2,0,3,0
R5466,300,16520.104504044168,500000,0,0,3,0
R5467,390,1000.0,50000,2,0,1,1
R5468,372,18108.196648410798,50000,0,1,1,1
R5469,89,18438.060999028043,100000,1,0,3,0
R5470,232,17750.797690644784,200000,0,0,1,0
R5471,75,13725.388335242984,100000,2,0,3,0
R5472,12,22174.390807258424,200000,1,1,2,1
R5473,241,20661.411151490018,100000,0,0,4,1
R5474,1,19751.69685873353,100000,1,1,4,1
R5475,105,24126.413614429657,100000,2,0,3,1
R5476,79,15701.671768521464,500000,1,0,2,0
R5477,236,15134.143302993467,50000,0,0,3,0
R5478,290,33801.232895854,200000,1,0,4,1
R5479,72,25593.55409715436,100000,0,0,2,0
R5480,333,28269.460609427995,50000,1,0,1,0
R5481,69,32261.045853340685,100000,2,0,4,0
R5482,118,25259.441806248,100000,1,1,4,1
R5483,259,29283.88679136171,200000,1,0,3,0
R5484,236,4206.548379297397,500000,3,0,2,1
R5485,874,22041.53871996027,100000,1,0,2,1
R5486,51,18172.815381856726,200000,1,0,1,1
R5487,217,36776.84090899809,500000,0,0,2,1
R5488,188,29276.455318033,500000,3,0,3,1
R5489,493,13695.548092068202,50000,0,0,2,1
R5490,34,23727.941585292057,50000,1,0,2,1
R5491,278,21676.8133344924,100000,2,0,2,0
R5492,167,24543.314331522288,50000,2,0,1,1
R5493,64,9811.575306253482,200000,1,0,1,0
R5494,128,23600.164652382253,200000,0,0,4,0
R5495,81,17718.486507117657,50000,1,0,4,0
R5496,173,22824.497640556005,200000,4,0,1,0
R5497,439,12756.148348778303,200000,1,0,2,1
R5498,168,14149.368286034005,100000,0,0,1,0
R5499,199,31738.420203667025,100000,0,0,1,0
R5500,146,9484.52441659839,200000,2,0,3,0
R5501,10,10222.455989579516,50000,1,0,2,1
R5502,53,19484.18742784422,200000,1,0,1,1
R5503,135,12281.096248140453,500000,0,0,3,0
R5504,74,11149.713677372012,500000,1,1,4,1
R5505,40,21050.75971208295,500000,2,0,3,1
R5506,140,4949.341430962952,100000,2,0,2,0
R5507,77,9920.37765086362,50000,0,0,4,1
R5508,59,40540.95582923644,200000,1,0,4,0
R5509,124,24594.75058969009,50000,3,0,2,1
R5510,28,12534.36647730089,50000,0,0,4,1
R5511,525,24182.15078266197,50000,0,0,4,0
R5512,404,25673.304769866296,500000,2,0,3,1
R5513,245,29944.14420090238,200000,2,0,4,0
R5514,22,18728.439705432695,100000,1,0,2,1
R5515,299,29764.97702772889,50000,2,0,4,1
R5516,330,1000.0,50000,0,0,3,0
R5517,292,9436.918695242468,500000,2,0,1,0
R5518,24,21638.714017364557,500000,0,0,4,1
R5519,206,23296.335328077916,200000,1,0,2,0
R5520,359,10882.177123313582,100000,0,0,1,1
R5521,172,22594.199912631593,100000,2,0,4,1
R5522,207,13761.597513127395,500000,2,0,2,1
R5523,122,17230.409057728342,200000,1,0,3,1
R5524,150,30247.738006650106,50000,2,0,1,0
R5525,6,29089.374968885997,200000,0,0,3,1
R5526,203,10029.396726367375,100000,1,1,3,1
R5527,16,9427.485379798965,500000,1,0,3,1
R5528,114,15888.266044466836,50000,2,0,2,0
R5529,69,19732.53698827075,50000,3,0,2,1
R5530,157,13421.01511425259,100000,3,0,3,1
R5531,28,30406.42442799668,50000,1,0,3,1
R5532,235,23473.89841708555,200000,1,0,2,1
R5533,316,24060.85109874429,100000,0,1,4,1
R5534,35,7334.6117105502835,100000,0,0,1,1
R5535,22,31672.907173837797,50000,2,0,2,1
R5536,31,1000.0,100000,3,0,4,1
R5537,419,28340.55451849369,500000,1,0,2,0
R5538,150,29343.117376707713,200000,0,0,2,1
R5539,125,15675.988127220386,100000,0,0,1,0
R5540,22,32729.10217247424,500000,1,0,2,1
R5541,209,19369.024470456534,50000,1,0,4,0
R5542,404,20624.31703327443,100000,1,0,2,0
R5543,352,23395.287874042162,500000,1,0,1,0
R5544,196,51865.74911811055,50000,1,0,2,1
R5545,15,33444.33908083005,500000,3,0,3,1
R5546,23,27011.31200712918,50000,0,0,1,1
R5547,10,10871.95513398805,200000,0,0,2,1
R5548,59,21435.89825479492,100000,0,0,3,0
R5549,29,11868.759061536135,200000,1,0,3,1
R5550,60,28221.108472828128,200000,2,0,1,1
R5551,97,21404.66975734857,100000,4,0,1,1
R5552,572,8754.783203861047,200000,2,0,2,1
R5553,188,20811.24583418503,200000,1,1,4,1
R5554,360,11505.825302836945,500000,1,0,1,1
R5555,247,21512.16221337547,50000,1,0,2,1
R5556,23,11409.226836347434,200000,1,0,3,1
R5557,266,20274.87633360813,100000,1,0,3,1
R5558,64,27504.698619350947,500000,3,1,2,1
R5559,203,19469.480080748937,50000,2,0,1,1
R5560,83,16091.117328276112,200000,1,0,2,0
R5561,1212,22032.762210574627,200000,1,0,2,1
R5562,61,26971.82620792853,100000,1,0,1,1
R5563,65,8928.167301182395,200000,0,0,4,1
R5564,533,22606.561547052028,100000,1,0,4,0
R5565,4,33175.408190174,200000,1,0,4,1
R5566,238,25736.569632767154,200000,1,0,2,1
R5567,258,20577.54146667228,100000,2,0,1,0
R5568,362,26397.37506698895,50000,1,0,4,1
R5569,733,24524.964561026824,500000,0,1,1,1
R5570,742,27536.011091598142,100000,1,0,4,0
R5571,13,1000.0,50000,0,0,3,1
R5572,345,4465.4386633673475,50000,0,0,3,1
R5573,207,30048.29149483237,100000,0,0,1,0
R5574,208,4947.208238385594,500000,0,0,4,0
R5575,27,24015.386357192052,100000,0,1,1,1
R5576,210,16479.503439677082,200000,1,0,1,0
R5577,808,10038.107544040031,200000,1,0,1,1
R5578,485,23496.497571474734,50000,2,0,2,0
R5579,115,22010.335037165707,200000,1,0,4,0
R5580,8,41103.426520963774,500000,0,0,4,1
R5581,89,13751.887954641108,100000,0,0,1,0
R5582,350,34401.10120069174,500000,0,0,3,1
R5583,241,23524.229143843146,50000,0,0,1,1
R5584,122,13389.781184572876,200000,0,1,3,1
R5585,11,27992.464575172453,200000,1,0,4,1
R5586,111,25657.385044539515,100000,3,0,4,1
R5587,126,20358.432948580492,500000,3,0,1,0
R5588,527,22662.953564406234,500000,1,0,2,0
R5589,204,14030.129689544683,100000,0,0,4,0
R5590,74,11742.128747454932,200000,0,0,4,0
R5591,149,27594.42173822583,50000,1,0,4,0
R5592,13,17760.60575686726,50000,0,1,2,1
R5593,719,19199.170017509074,100000,1,0,4,1
R5594,89,22798.215959442772,100000,2,0,1,0
R5595,129,22652.88344783808,100000,0,0,3,0
R5596,87,5706.735290259352,500000,3,1,4,1
R5597,229,32862.52086454858,200000,1,0,4,0
R5598,217,21211.821519006782,200000,1,0,2,1
R5599,251,17973.467371778504,100000,0,0,3,1
R5600,62,24308.460051697468,50000,1,0,3,0
R5601,75,22365.421936148632,500000,0,0,2,0
R5602,26,27670.62689489702,100000,2,1,1,1
R5603,213,25379.83672150941,500000,1,0,4,0
R5604,8,27178.462289962667,100000,2,0,3,1
R5605,182,33509.93905727516,500000,2,0,3,0
R5606,407,28836.24548970972,50000,0,0,1,0
R5607,442,18395.137796714374,50000,0,0,1,1
R5608,119,8770.988439231673,50000,1,1,4,1
R5609,122,36677.97933004515,50000,1,0,2,0
R5610,16,17622.766266528874,200000,0,1,2,1
R5611,222,15268.925866394777,200000,1,0,1,0
R5612,344,2632.7318223556067,500000,1,0,1,1
R5613,56,23384.731053121115,100000,0,1,3,1
